ID,cardID,layout,name,manaCost,cmc,colors,rarity,type,types,subtypes,text,flavorText,power,toughness,colorIdentity,multiverseID,expansion,price,inventory,foilPrice,foilInventory,priceLastUpdated,onlineOnlyVersion,backroom,showcase,foilBackroom,foilShowcase
159086,491e52e9911e452173781ab9c1304300a12248dd,normal,Ghitu Slinger,{2}{R},3,Red,Common,Creature — Human Nomad,Creature,"Human,Nomad","Echo {2}{R} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
When Ghitu Slinger enters the battlefield, it deals 2 damage to target creature or player.","If you survive a slinger attack, the slinger wished you to live.",2,2,R,12475,Urza''s Legacy,-1,0,-1,0,1517684008992,0,0,0,0,0
159089,76b0c1f4df7c38100e7d3101a97eb69396f73014,normal,Goblin Welder,{R},1,Red,Rare,Creature — Goblin Artificer,Creature,"Goblin,Artificer","{T}: Choose target artifact a player controls and target artifact card in that player's graveyard. If both targets are still legal as this ability resolves, that player simultaneously sacrifices the artifact and returns the artifact card to the battlefield.","""I wrecked your metal guy, boss. But look! I made you an ashtray.""",1,1,R,13001,Urza''s Legacy,-1,0,-1,0,1517684009712,0,0,0,0,0
159090,1cc449d89503cd5e3db453b8889a5f13d3d7e850,normal,Granite Grip,{2}{R},3,Red,Common,Enchantment — Aura,Enchantment,Aura,Enchant creature
Enchanted creature gets +1/+0 for each Mountain you control.,There's beauty in the desert—but it's best to view it from afar.,,,R,5682,Urza''s Legacy,-1,0,-1,0,1517684010092,0,0,0,0,0
159093,ecd5116888a9454784d0c4c1dfba42895e6f7b88,normal,Lava Axe,{4}{R},5,Red,Common,Sorcery,Sorcery,,Lava Axe deals 5 damage to target player.,"Catch!",,,R,12947,Urza''s Legacy,-1,0,-1,0,1517684011362,0,0,0,0,0
159096,6de5633e8661e8cc4a250b34c84f4fc42637dbf6,normal,Pygmy Pyrosaur,{1}{R},2,Red,Common,Creature — Lizard,Creature,Lizard,Pygmy Pyrosaur can't block.
{R}: Pygmy Pyrosaur gets +1/+0 until end of turn.,Do not judge a lizard by its size.
—Ghitu proverb,1,1,R,12412,Urza''s Legacy,-1,0,-1,0,1517684012445,0,0,0,0,0
159105,cd7ba2380f767b1dec0284ad58dd69a134450f40,normal,Viashino Sandscout,{1}{R},2,Red,Common,Creature — Viashino Scout,Creature,"Viashino,Scout","Haste (This creature can attack and {T} as soon as it comes under your control.)
At the beginning of the end step, return Viashino Sandscout to its owner's hand. (Return it only if it's on the battlefield.)",,2,1,R,12410,Urza''s Legacy,-1,0,-1,0,1517684015936,0,0,0,0,0
159107,57738a42972acb9f087fabd71b2d2001e23fa396,normal,Crop Rotation,{G},1,Green,Common,Instant,Instant,,"As an additional cost to cast Crop Rotation, sacrifice a land.
Search your library for a land card and put that card onto the battlefield. Then shuffle your library.","Hmm . . . maybe lotuses this year.",,,G,12432,Urza''s Legacy,-1,0,-1,0,1517684016678,0,0,0,0,0
159109,bdd76cb08e00cd472b4d7c21719578bda408a22d,normal,Defense of the Heart,{3}{G},4,Green,Rare,Enchantment,Enchantment,,"At the beginning of your upkeep, if an opponent controls three or more creatures, sacrifice Defense of the Heart, search your library for up to two creature cards, and put those cards onto the battlefield. Then shuffle your library.",,,,G,12442,Urza''s Legacy,-1,0,-1,0,1517684017723,0,0,0,0,0
159110,61246a7d192ee436521ddb3dbe02627b1c192423,normal,Deranged Hermit,{3}{G}{G},5,Green,Rare,Creature — Elf,Creature,Elf,"Echo {3}{G}{G} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
When Deranged Hermit enters the battlefield, create four 1/1 green Squirrel creature tokens.
Squirrel creatures get +1/+1.",,1,1,G,12458,Urza''s Legacy,-1,0,-1,0,1517684018055,0,0,0,0,0
159111,d4290bd34ff9f0ef02604bc61ec8d66b1cd956ce,normal,Gang of Elk,{5}{G},6,Green,Uncommon,Creature — Elk Beast,Creature,"Elk,Beast","Whenever Gang of Elk becomes blocked, it gets +2/+2 until end of turn for each creature blocking it.","The elk is Gaea's favorite, who wears the forest on its brow.",5,4,G,12950,Urza''s Legacy,-1,0,-1,0,1517684018466,0,0,0,0,0
159114,f6e496619ef881cf19b30ccdfcf398896a68d401,normal,Lone Wolf,{2}{G},3,Green,Uncommon,Creature — Wolf,Creature,Wolf,You may have Lone Wolf assign its combat damage as though it weren't blocked.,A wolf without a pack is either a survivor or a brute.,2,2,G,12436,Urza''s Legacy,-1,0,-1,0,1517684020076,0,0,0,0,0
159115,a8416dba244018c90175aaca8185087eff2da0cd,normal,Might of Oaks,{3}{G},4,Green,Rare,Instant,Instant,,Target creature gets +7/+7 until end of turn.,"Suddenly, she couldn't see the acorns for the trees.",,,G,8822,Urza''s Legacy,-1,0,-1,0,1517684020519,0,0,0,0,0
159119,a1d953ef88bcd208cc6bfd191c23f6781815821f,normal,Rancor,{G},1,Green,Common,Enchantment — Aura,Enchantment,Aura,"Enchant creature
Enchanted creature gets +2/+0 and has trample.
When Rancor is put into a graveyard from the battlefield, return Rancor to its owner's hand.",Hatred outlives the hateful.,,,G,12433,Urza''s Legacy,-1,0,-1,0,1517684022292,0,0,0,0,0
159126,84f8595b0b732ff904e08509ec9cde3e6298413e,normal,Wing Snare,{2}{G},3,Green,Uncommon,Sorcery,Sorcery,,Destroy target creature with flying.,"""Argoth's doom rained from a clear sky. Yavimaya will not share that fate.""
—Multani, maro-sorcerer",,,G,5675,Urza''s Legacy,-1,0,-1,0,1517684025301,0,0,0,0,0
159129,6a1a08fc9941ba01abe3e6b46b7e39ce41cac2a6,normal,Yavimaya Wurm,{4}{G}{G},6,Green,Common,Creature — Wurm,Creature,Wurm,Trample (This creature can deal excess combat damage to defending player or planeswalker while attacking.),"When the gorilla playfully grabbed the wurm's tail, the wurm doubled back and playfully ate the gorilla's head.",6,4,G,5571,Urza''s Legacy,-1,0,-1,0,1517684026522,0,0,0,0,0
159131,458e82ef370ca5e3dc95523ed69cfa12e2e37e84,normal,Beast of Burden,{6},6,,Rare,Artifact Creature — Golem,"Artifact,Creature",Golem,Beast of Burden's power and toughness are each equal to the number of creatures on the battlefield.,"""If it is meant to be nothing but a machine,"" Karn finally asked Jhoira, ""why did Urza build it to be like me?""",*,*,,12504,Urza''s Legacy,-1,0,-1,0,1517684027382,0,0,0,0,0
159132,669b546b8f89ff1b97c11a0ec7824ceff6eff53a,normal,Crawlspace,{3},3,,Rare,Artifact,Artifact,,No more than two creatures can attack you each combat.,The goblins did not understand their attraction to the mana rig. They simply knew it was where they belonged.,,,,12505,Urza''s Legacy,-1,0,-1,0,1517684027865,0,0,0,0,0
159134,eaa457d05b3cb4d06db2118c7ba6e4fdc9a02cf9,normal,Defense Grid,{2},2,,Rare,Artifact,Artifact,,Each spell costs {3} more to cast except during its controller's turn.,"""We've managed to keep the goblins in their assigned areas, but there's little we can do about the smell.""
—Whip Tongue, viashino technician",,,,8897,Urza''s Legacy,-1,0,-1,0,1517684028586,0,0,0,0,0
159138,de5e9acf7fa80cd1fb89ffb33303c394fd9615d3,normal,Memory Jar,{5},5,,Rare,Artifact,Artifact,,"{T}, Sacrifice Memory Jar: Each player exiles all cards from his or her hand face down and draws seven cards. At the beginning of the next end step, each player discards his or her hand and returns to his or her hand each card he or she exiled this way.",,,,,8841,Urza''s Legacy,-1,0,-1,0,1517684030334,0,0,0,0,0
159139,f9847dc165ca8f5e7fcabe23e26e22e40d89bde5,normal,Quicksilver Amulet,{4},4,,Rare,Artifact,Artifact,,"{4}, {T}: You may put a creature card from your hand onto the battlefield.","Wonderful! You got a lion on your first try. Now put it back.",,,,8831,Urza''s Legacy,-1,0,-1,0,1517684030806,0,0,0,0,0
159145,1db1124dbad4469cea98d2917477b2cef48e584c,normal,Ticking Gnomes,{3},3,,Uncommon,Artifact Creature — Gnome,"Artifact,Creature",Gnome,"Echo {3} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
Sacrifice Ticking Gnomes: Ticking Gnomes deals 1 damage to target creature or player.",,3,3,,12647,Urza''s Legacy,-1,0,-1,0,1517684033180,0,0,0,0,0
159148,dfed5a9d93b4bf68b3c4f5a93d8130907938cb62,normal,Faerie Conclave,,0,,Uncommon,Land,Land,,Faerie Conclave enters the battlefield tapped.
{T}: Add {U} to your mana pool.
{1}{U}: Faerie Conclave becomes a 2/1 blue Faerie creature with flying until end of turn. It's still a land.,,,,U,12495,Urza''s Legacy,-1,0,-1,0,1517684034698,0,0,0,0,0
159149,0a5c28f5e371255757524bfc363d06674b3a6b4a,normal,Forbidding Watchtower,,0,,Uncommon,Land,Land,,Forbidding Watchtower enters the battlefield tapped.
{T}: Add {W} to your mana pool.
{1}{W}: Forbidding Watchtower becomes a 1/5 white Soldier creature until end of turn. It's still a land.,,,,W,12494,Urza''s Legacy,-1,0,-1,0,1517684035274,0,0,0,0,0
159150,c5396c30c9babe8391a351dcce48f72b775f6482,normal,Ghitu Encampment,,0,,Uncommon,Land,Land,,Ghitu Encampment enters the battlefield tapped.
{T}: Add {R} to your mana pool.
{1}{R}: Ghitu Encampment becomes a 2/1 red Warrior creature with first strike until end of turn. It's still a land. (It deals combat damage before creatures without first strike.),,,,R,12497,Urza''s Legacy,-1,0,-1,0,1517684036013,0,0,0,0,0
159151,76de2382f4466fcf56a6dda869011a9e324adfe1,normal,Spawning Pool,,0,,Uncommon,Land,Land,,"Spawning Pool enters the battlefield tapped.
{T}: Add {B} to your mana pool.
{1}{B}: Spawning Pool becomes a 1/1 black Skeleton creature with ""{B}: Regenerate this creature"" until end of turn. It's still a land. (If it regenerates, the next time it would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",,,,B,12496,Urza''s Legacy,-1,0,-1,0,1517684036585,0,0,0,0,0
159152,68f0860067dbcc7b6f74db0011b4684943b09dbe,normal,Treetop Village,,0,,Uncommon,Land,Land,,"Treetop Village enters the battlefield tapped.
{T}: Add {G} to your mana pool.
{1}{G}: Treetop Village becomes a 3/3 green Ape creature with trample until end of turn. It's still a land. (If it would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)",,,,G,12498,Urza''s Legacy,-1,0,-1,0,1517684037255,0,0,0,0,0
159155,0a4555037d30d20ba700e546915d2d7f02fecf2e,normal,Capashen Knight,{1}{W},2,White,Common,Creature — Human Knight,Creature,"Human,Knight",First strike (This creature deals combat damage before creatures without first strike.)
{1}{W}: Capashen Knight gets +1/+0 until end of turn.,"Few warriors dare to challenge a knight of Capashen. Should one do so, there is one fewer.",1,1,W,15125,Urza''s Destiny,-1,0,-1,0,1517684038443,0,0,0,0,0
159158,b14fc26b86af10a76c862a823abf6d98b29a13cc,normal,False Prophet,{2}{W}{W},4,White,Rare,Creature — Human Cleric,Creature,"Human,Cleric","When False Prophet dies, exile all creatures.","You lived for Serra's love. Will you not die for it?",2,2,W,15765,Urza''s Destiny,-1,0,-1,0,1517684039768,0,0,0,0,0
159164,55fe93651365d2bb16c3ad8a99afae866ce9c8d2,normal,Master Healer,{4}{W},5,White,Rare,Creature — Human Cleric,Creature,"Human,Cleric",{T}: Prevent the next 4 damage that would be dealt to target creature or player this turn.,Behind his eyes is the pain of every soldier his hands have healed.,1,4,W,15874,Urza''s Destiny,-1,0,-1,0,1517684042034,0,0,0,0,0
159168,c0de6ac4d6123c17eeebc38b338503545c52bc41,normal,Sanctimony,{1}{W},2,White,Uncommon,Enchantment,Enchantment,,"Whenever an opponent taps a Mountain for mana, you may gain 1 life.","To forgive our enemies is to forgive ourselves.",,,W,15873,Urza''s Destiny,-1,0,-1,0,1517684043522,0,0,0,0,0
159170,e717ef4acc83dd6567828a486d7f5664f9eac71e,normal,Scour,{2}{W}{W},4,White,Uncommon,Instant,Instant,,"Exile target enchantment. Search its controller's graveyard, hand, and library for all cards with the same name as that enchantment and exile them. Then that player shuffles his or her library.",,,,W,15134,Urza''s Destiny,-1,0,-1,0,1517684044279,0,0,0,0,0
159171,dd04241839e79e913b86ae82d7fb469fd3f37d83,normal,Serra Advocate,{3}{W},4,White,Uncommon,Creature — Angel,Creature,Angel,Flying
{T}: Target attacking or blocking creature gets +2/+2 until end of turn.,An angel's touch can prepare a soldier for battle more than a thousand military drills.,2,2,W,14485,Urza''s Destiny,-1,0,-1,0,1517684044658,0,0,0,0,0
159172,452f1b998eafb127dfc3fb04280a74b8add0490d,normal,Solidarity,{3}{W},4,White,Common,Instant,Instant,,Creatures you control get +0/+5 until end of turn.,Their commitment to Serra is as solid as any shield.,,,W,15764,Urza''s Destiny,-1,0,-1,0,1517684045026,0,0,0,0,0
159179,ce466dd6c3e0396094536cfd6cfed14b2278e986,normal,Blizzard Elemental,{5}{U}{U},7,Blue,Rare,Creature — Elemental,Creature,Elemental,Flying
{3}{U}: Untap Blizzard Elemental.,Students who had seen Rayne argue with Urza were certain she had summoned it to make him seem warmer by comparison.,5,5,U,15146,Urza''s Destiny,-1,0,-1,0,1517684047862,0,0,0,0,0
159192,d19dc943b15963dcd58730ddfe89dd1bc47e5eaa,normal,Opposition,{2}{U}{U},4,Blue,Rare,Enchantment,Enchantment,,"Tap an untapped creature you control: Tap target artifact, creature, or land.","""Urza says he's sane. Perhaps, but measures of sanity among planeswalkers are hard to come by.""
—Barrin",,,U,15162,Urza''s Destiny,-1,0,-1,0,1517684052365,0,0,0,0,0
159194,b2192500eb57482ce37b27fe231c5568259744c1,normal,Quash,{2}{U}{U},4,Blue,Uncommon,Instant,Instant,,"Counter target instant or sorcery spell. Search its controller's graveyard, hand, and library for all cards with the same name as that spell and exile them. Then that player shuffles his or her library.",,,,U,15160,Urza''s Destiny,-1,0,-1,0,1517684053118,0,0,0,0,0
159198,7225200ea0c5cadef2dfc2bd1f24e64e77ffc4f2,normal,Sigil of Sleep,{U},1,Blue,Common,Enchantment — Aura,Enchantment,Aura,"Enchant creature
Whenever enchanted creature deals damage to a player, return target creature that player controls to its owner's hand.",Arrows are only one way to remove an enemy.,,,U,15784,Urza''s Destiny,-1,0,-1,0,1517684054545,0,0,0,0,0
159199,d746e2e74ab92a57529682b1e73290813f843098,normal,Telepathic Spies,{2}{U},3,Blue,Common,Creature — Human Wizard,Creature,"Human,Wizard","When Telepathic Spies enters the battlefield, look at target opponent's hand.","""Do try to keep an open mind, would you?""",2,2,U,15149,Urza''s Destiny,-1,0,-1,0,1517684054936,0,0,0,0,0
159200,247b15d7fa77c5938ca1fe289c1febfdc24b9d74,normal,Temporal Adept,{1}{U}{U},3,Blue,Rare,Creature — Human Wizard,Creature,"Human,Wizard","{U}{U}{U}, {T}: Return target permanent to its owner's hand.","""Of course she's at the head of her class. All her classmates have disappeared.""
—Gatha, Tolarian renegade",1,1,U,15875,Urza''s Destiny,-1,0,-1,0,1517684055368,0,0,0,0,0
159201,d38442e8b7a1685d7f16e69084e01488f9e84b2b,normal,Thieving Magpie,{2}{U}{U},4,Blue,Uncommon,Creature — Bird,Creature,Bird,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Whenever Thieving Magpie deals damage to an opponent, draw a card.",Rayne once made several unkind comparisons between the bird's naked opportunism and Urza's.,1,3,U,15156,Urza''s Destiny,-1,0,-1,0,1517684055793,0,0,0,0,0
159203,6fabeb6348f374a2ef9bfec7d90c8ac01765c5f1,normal,Apprentice Necromancer,{1}{B},2,Black,Rare,Creature — Zombie Wizard,Creature,"Zombie,Wizard","{B}, {T}, Sacrifice Apprentice Necromancer: Return target creature card from your graveyard to the battlefield. That creature gains haste. At the beginning of the next end step, sacrifice it.",,1,1,B,14442,Urza''s Destiny,-1,0,-1,0,1517684056506,0,0,0,0,0
159204,c187664736f446cc1b10d327eecf4c720780f0f4,normal,Attrition,{1}{B}{B},3,Black,Rare,Enchantment,Enchantment,,"{B}, Sacrifice a creature: Destroy target nonblack creature.","""I will trade life for life with the insurgents. Our resources, unlike theirs, are limitless.""
—Davvol, Evincar of Rath",,,B,15191,Urza''s Destiny,-1,0,-1,0,1517684056863,0,0,0,0,0
159212,5a7fa7cd7b682ff3275ee23d0b703dc13c657d39,normal,Eradicate,{2}{B}{B},4,Black,Uncommon,Sorcery,Sorcery,,"Exile target nonblack creature. Search its controller's graveyard, hand, and library for all cards with the same name as that creature and exile them. Then that player shuffles his or her library.",,,,B,15186,Urza''s Destiny,-1,0,-1,0,1517684060051,0,0,0,0,0
159217,8288263059a7543e7e67c2469b74eb118d7ad036,normal,Phyrexian Negator,{2}{B},3,Black,Rare,Creature — Horror,Creature,Horror,"Trample
Whenever Phyrexian Negator is dealt damage, sacrifice that many permanents.",They exist to cease.,5,5,B,5559,Urza''s Destiny,-1,0,-1,0,1517684062152,0,0,0,0,0
159220,fa20090bb401caf2efe4e5cbca22eb928520c367,normal,Ravenous Rats,{1}{B},2,Black,Common,Creature — Rat,Creature,Rat,"When Ravenous Rats enters the battlefield, target opponent discards a card.","""For all the priceless tomes they have destroyed, one would think they would taste better.""
—Davvol, Evincar of Rath",1,1,B,15172,Urza''s Destiny,-1,0,-1,0,1517684063293,0,0,0,0,0
159222,9f3f52e1f2590a542188d87aa9786f24e5c1bd05,normal,Skittering Horror,{2}{B},3,Black,Common,Creature — Horror,Creature,Horror,"When you cast a creature spell, sacrifice Skittering Horror.","""This monstrosity will do—for now.""
—Davvol, Evincar of Rath",4,3,B,15787,Urza''s Destiny,-1,0,-1,0,1517684064035,0,0,0,0,0
159224,be2e7cf1fd3713f0112db1fb0170297af1648698,normal,Soul Feast,{3}{B}{B},5,Black,Uncommon,Sorcery,Sorcery,,Target player loses 4 life and you gain 4 life.,"As no one has ever accepted a second invitation to Davvol's table, the evincar often dines alone.",,,B,15767,Urza''s Destiny,-1,0,-1,0,1517684064896,0,0,0,0,0
159229,6fb1270724819f915d4524e090617f46e1013c18,normal,Bloodshot Cyclops,{5}{R},6,Red,Rare,Creature — Cyclops Giant,Creature,"Cyclops,Giant","{T}, Sacrifice a creature: Bloodshot Cyclops deals damage equal to the sacrificed creature's power to target creature or player.","After their first encounter, the goblins named him Chuck.",4,4,R,15214,Urza''s Destiny,-1,0,-1,0,1517684066965,0,0,0,0,0
159236,5a0c145f3a504c3f68b2b8ec6ca79624ec4bb010,normal,Goblin Gardener,{3}{R},4,Red,Common,Creature — Goblin,Creature,Goblin,"When Goblin Gardener dies, destroy target land.","Grow food in dirt? Save time—eat dirt.",2,1,R,15197,Urza''s Destiny,-1,0,-1,0,1517684068815,0,0,0,0,0
159239,63ceec21d96030925bccbb6e5d543d9d00f39481,normal,Hulking Ogre,{2}{R},3,Red,Common,Creature — Ogre,Creature,Ogre,Hulking Ogre can't block.,"""The Keldons' ogre campaign provided more body parts than my meager facility could properly use.""
—Gatha, Tolarian renegade",3,3,R,15196,Urza''s Destiny,-1,0,-1,0,1517684069168,0,0,0,0,0
159240,7604b142179859db319614216bfbadc19db351e4,normal,Impatience,{2}{R},3,Red,Rare,Enchantment,Enchantment,,"At the beginning of each player's end step, if that player didn't cast a spell this turn, Impatience deals 2 damage to him or her.",Ask a Keldon to hold his temper and you'll be left holding your guts.,,,R,15217,Urza''s Destiny,-1,0,-1,0,1517684069543,0,0,0,0,0
159242,edf9881c1ca0311a0e1f97ff20fc397b67a004f5,normal,Keldon Champion,{2}{R}{R},4,Red,Uncommon,Creature — Human Barbarian,Creature,"Human,Barbarian","Haste
Echo {2}{R}{R} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
When Keldon Champion enters the battlefield, it deals 3 damage to target player.",,3,2,R,15206,Urza''s Destiny,-1,0,-1,0,1517684070253,0,0,0,0,0
159246,f7ac58a4aee4df57fe30da0c0cda215fb6e24172,normal,Reckless Abandon,{R},1,Red,Common,Sorcery,Sorcery,,"As an additional cost to cast Reckless Abandon, sacrifice a creature.
Reckless Abandon deals 4 damage to target creature or player.",The climax of a warlord's career is always death.,,,R,15204,Urza''s Destiny,-1,0,-1,0,1517684071657,0,0,0,0,0
159248,e6c0d39864d44c3338af05bfd89fd395ac52531c,normal,Scent of Cinder,{1}{R},2,Red,Common,Sorcery,Sorcery,,"Reveal any number of red cards in your hand. Scent of Cinder deals X damage to target creature or player, where X is the number of cards revealed this way.",,,,R,15264,Urza''s Destiny,-1,0,-1,0,1517684072332,0,0,0,0,0
159249,081524732b2f3f828958f42f65f2d8de32b426d6,normal,Sowing Salt,{2}{R}{R},4,Red,Uncommon,Sorcery,Sorcery,,"Exile target nonbasic land. Search its controller's graveyard, hand, and library for all cards with the same name as that land and exile them. Then that player shuffles his or her library.",,,,R,19534,Urza''s Destiny,-1,0,-1,0,1517684072660,0,0,0,0,0
159250,fa491380252b1a06ec4ddaf232a881d3506bcb6b,normal,Trumpet Blast,{2}{R},3,Red,Common,Instant,Instant,,Attacking creatures get +2/+0 until end of turn.,"Keldon warriors don't need signals to tell them when to attack, but when to stop.",,,R,15200,Urza''s Destiny,-1,0,-1,0,1517684072989,0,0,0,0,0
159253,8d8cfa8c20b12d22f76bd6369b81f612b7ed7be4,normal,Ancient Silverback,{4}{G}{G},6,Green,Rare,Creature — Ape,Creature,Ape,"{G}: Regenerate Ancient Silverback. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",The Phyrexian killing machines couldn't have known the seriousness of their mistake in wounding the ape—they'd never seen it angry.,6,5,G,16424,Urza''s Destiny,-1,0,-1,0,1517684074134,0,0,0,0,0
159254,c2543f4ee1b1d81715680517f1c22762f6a841c5,normal,Compost,{1}{G},2,Green,Uncommon,Enchantment,Enchantment,,"Whenever a black card is put into an opponent's graveyard from anywhere, you may draw a card.",A fruit must rot before its seed can sprout.
—Yavimaya saying,,,G,15878,Urza''s Destiny,-1,0,-1,0,1517684074538,0,0,0,0,0
159256,6e56f4e35f17d57250aa744b1c32ecbbcfbbd4e1,normal,Elvish Piper,{3}{G},4,Green,Rare,Creature — Elf Shaman,Creature,"Elf,Shaman","{G}, {T}: You may put a creature card from your hand onto the battlefield.","From Gaea grew the world, and the world was silent. From Gaea grew the world's elves, and the world was silent no more.
—Elvish teaching",1,1,G,15241,Urza''s Destiny,-1,0,-1,0,1517684075351,0,0,0,0,0
159257,f54286d4bcf608fa66c59f11677d87b150cdc271,normal,Emperor Crocodile,{3}{G},4,Green,Rare,Creature — Crocodile,Creature,Crocodile,"When you control no other creatures, sacrifice Emperor Crocodile.",The king of Yavimaya's waters pays constant attention to his subjects . . . and thrives on their adulation.,5,5,G,15773,Urza''s Destiny,-1,0,-1,0,1517684075679,0,0,0,0,0
159258,289db0b4ac5ed7266565828b0f686ba1545c2676,normal,Gamekeeper,{3}{G},4,Green,Uncommon,Creature — Elf,Creature,Elf,"When Gamekeeper dies, you may exile it. If you do, reveal cards from the top of your library until you reveal a creature card. Put that card onto the battlefield and put all other cards revealed this way into your graveyard.",,2,2,G,15230,Urza''s Destiny,-1,0,-1,0,1517684076002,0,0,0,0,0
159261,200b2cc0a979c83c792da24dd0b69e908fba34e2,normal,Hunting Moa,{2}{G},3,Green,Uncommon,Creature — Bird Beast,Creature,"Bird,Beast","Echo {2}{G} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
When Hunting Moa enters the battlefield or dies, put a +1/+1 counter on target creature.",,3,2,G,15219,Urza''s Destiny,-1,0,-1,0,1517684077093,0,0,0,0,0
159268,e46b84eea6df98c1820742123e386491509a1346,normal,Plated Spider,{4}{G},5,Green,Common,Creature — Spider,Creature,Spider,Reach (This creature can block creatures with flying.),Most spiders wait patiently for their prey to arrive. Most spiders aren't forty feet tall.,4,4,G,19239,Urza''s Destiny,-1,0,-1,0,1517684079781,0,0,0,0,0
159269,2dda216eb19a98b21352ca9082ab781273e0878d,normal,Plow Under,{3}{G}{G},5,Green,Rare,Sorcery,Sorcery,,Put two target lands on top of their owners' libraries.,"To renew the land, plow the land. To destroy the land, do nothing.
—Druids' saying",,,G,12628,Urza''s Destiny,-1,0,-1,0,1517684080123,0,0,0,0,0
159273,3fe563de1ca4081f2ce8cc4266297e6b9de4647c,normal,Splinter,{2}{G}{G},4,Green,Uncommon,Sorcery,Sorcery,,"Exile target artifact. Search its controller's graveyard, hand, and library for all cards with the same name as that artifact and exile them. Then that player shuffles his or her library.",,,,G,15208,Urza''s Destiny,-1,0,-1,0,1517684081904,0,0,0,0,0
159274,9f006b8a6313e825e98a333bb2302b5bf2c18211,normal,Taunting Elf,{G},1,Green,Common,Creature — Elf,Creature,Elf,All creatures able to block Taunting Elf do so.,"Much to Multani's chagrin, Rofellos gleefully tutored Yavimaya's elves on the rudest and most vulgar words spoken in Llanowar.",0,1,G,15221,Urza''s Destiny,-1,0,-1,0,1517684082341,0,0,0,0,0
159275,6d87c9ac8ef28ef045f2dfcf656ddc18c9a8b5fa,normal,Thorn Elemental,{5}{G}{G},7,Green,Rare,Creature — Elemental,Creature,Elemental,You may have Thorn Elemental assign its combat damage as though it weren't blocked.,Rain from this storm leaves you pinned to the ground like an insect.,7,7,G,15240,Urza''s Destiny,-1,0,-1,0,1517684082732,0,0,0,0,0
159276,e6dbf84ffb37e04e03bec1867230223446fcbeb7,normal,Yavimaya Elder,{1}{G}{G},3,Green,Common,Creature — Human Druid,Creature,"Human,Druid","When Yavimaya Elder dies, you may search your library for up to two basic land cards, reveal them, and put them into your hand. If you do, shuffle your library.
{2}, Sacrifice Yavimaya Elder: Draw a card.",,2,1,G,15225,Urza''s Destiny,-1,0,-1,0,1517684083113,0,0,0,0,0
159277,82f915007b862dbf2328856e8c9cfeaa35e27455,normal,Yavimaya Enchantress,{2}{G},3,Green,Uncommon,Creature — Human Druid,Creature,"Human,Druid",Yavimaya Enchantress gets +1/+1 for each enchantment on the battlefield.,"From each seed, a world. From each world, a thousand seeds.",2,2,G,15236,Urza''s Destiny,-1,0,-1,0,1517684083505,0,0,0,0,0
159281,63521ffe025a32f393d948fc22256954f72838a3,normal,Caltrops,{3},3,,Uncommon,Artifact,Artifact,,"Whenever a creature attacks, Caltrops deals 1 damage to it.","Toward the end, Gatha struggled to keep his experiments in and his patrons out.",,,,15252,Urza''s Destiny,-1,0,-1,0,1517684084988,0,0,0,0,0
159283,88eb820235374679b9fed4b32f17eebbecf4213a,normal,Fodder Cannon,{4},4,,Uncommon,Artifact,Artifact,,"{4}, {T}, Sacrifice a creature: Fodder Cannon deals 4 damage to target creature.",Step 1: Find your cousin.
Step 2: Get your cousin in the cannon.
Step 3: Find another cousin.,,,,15250,Urza''s Destiny,-1,0,-1,0,1517684085778,0,0,0,0,0
159284,fdb3575a25aa0ff4130921c4fe71c0cdf3fbd0d2,normal,Junk Diver,{3},3,,Rare,Artifact Creature — Bird,"Artifact,Creature",Bird,"Flying
When Junk Diver dies, return another target artifact card from your graveyard to your hand.","Garbage in, treasure out.",1,1,,15256,Urza''s Destiny,-1,0,-1,0,1517684086112,0,0,0,0,0
159285,1251ca41dbcd449aafbfaadac7283b6bbf40db9f,normal,Mantis Engine,{5},5,,Uncommon,Artifact Creature — Insect,"Artifact,Creature",Insect,{2}: Mantis Engine gains flying until end of turn. (It can't be blocked except by creatures with flying or reach.)
{2}: Mantis Engine gains first strike until end of turn. (It deals combat damage before creatures without first strike.),Tawnos left a legacy of animal designs in many of Urza's creations.,3,3,,15247,Urza''s Destiny,-1,0,-1,0,1517684086482,0,0,0,0,0
159286,447633bbeb44d9b580d4fac5cc72ec41f3f1bc93,normal,Masticore,{4},4,,Rare,Artifact Creature — Masticore,"Artifact,Creature",Masticore,"At the beginning of your upkeep, sacrifice Masticore unless you discard a card.
{2}: Masticore deals 1 damage to target creature.
{2}: Regenerate Masticore.",,4,4,,13087,Urza''s Destiny,-1,0,-1,0,1517684086835,0,0,0,0,0
